Category,Order Date,Segment,Number of Records,Sales Target (Sales Target)
Office Supplies,5/17/2015,Corporate,1,498
Office Supplies,5/19/2015,Corporate,1,5
Office Supplies,5/24/2015,Corporate,1,36
Office Supplies,5/25/2015,Corporate,1,42
Office Supplies,5/28/2015,Corporate,1,28
Office Supplies,5/31/2015,Corporate,1,33
Office Supplies,5/31/2015,Corporate,1,105
Office Supplies,6/2/2015,Corporate,1,145
Office Supplies,6/3/2015,Corporate,1,3
Office Supplies,6/4/2015,Corporate,1,24
Office Supplies,6/5/2015,Corporate,1,243
Office Supplies,6/7/2015,Corporate,1,105
Office Supplies,6/9/2015,Corporate,1,68
Office Supplies,6/9/2015,Corporate,1,378
Office Supplies,6/12/2015,Corporate,1,129
Office Supplies,6/15/2015,Corporate,1,3
Office Supplies,6/15/2015,Corporate,1,291
Office Supplies,6/18/2015,Corporate,1,10
Office Supplies,6/22/2015,Corporate,1,69
Office Supplies,6/28/2015,Corporate,1,17
Office Supplies,6/28/2015,Corporate,1,29
Office Supplies,6/28/2015,Corporate,1,54
Office Supplies,6/29/2015,Corporate,1,252
Office Supplies,6/30/2015,Corporate,1,40
Office Supplies,7/7/2015,Corporate,1,12
Office Supplies,7/8/2015,Corporate,1,98
Office Supplies,7/8/2015,Corporate,1,1121
Office Supplies,7/13/2015,Corporate,1,84
Office Supplies,7/13/2015,Corporate,1,176
Office Supplies,7/23/2015,Corporate,1,38
Office Supplies,7/23/2015,Corporate,1,138
Office Supplies,7/26/2015,Corporate,1,34
Office Supplies,7/27/2015,Corporate,1,60
Office Supplies,7/31/2015,Corporate,1,104
Office Supplies,8/2/2015,Corporate,1,671
Office Supplies,8/4/2015,Corporate,1,58
Office Supplies,8/4/2015,Corporate,1,327
Office Supplies,8/5/2015,Corporate,1,93
Office Supplies,8/5/2015,Corporate,1,237
Office Supplies,8/5/2015,Corporate,1,1718
Office Supplies,8/8/2015,Corporate,1,20
Office Supplies,8/8/2015,Corporate,1,29
Office Supplies,8/14/2015,Corporate,1,61
Office Supplies,8/15/2015,Corporate,1,13
Office Supplies,8/19/2015,Corporate,1,73
Office Supplies,8/20/2015,Corporate,1,21
Office Supplies,8/23/2015,Corporate,1,544
Office Supplies,8/25/2015,Corporate,1,17
Office Supplies,8/25/2015,Corporate,1,383
Office Supplies,8/25/2015,Corporate,1,465
Office Supplies,8/28/2015,Corporate,1,61
Office Supplies,8/29/2015,Corporate,1,479
Office Supplies,8/30/2015,Corporate,1,2503
Office Supplies,8/31/2015,Corporate,1,3
Office Supplies,9/5/2015,Corporate,1,13
Office Supplies,9/8/2015,Corporate,1,404
Office Supplies,9/9/2015,Corporate,1,5
Office Supplies,9/9/2015,Corporate,1,32
Office Supplies,9/11/2015,Corporate,1,112
Office Supplies,9/12/2015,Corporate,1,73
Office Supplies,9/13/2015,Corporate,1,2323
Office Supplies,9/16/2015,Corporate,1,38
Office Supplies,9/17/2015,Corporate,1,52
Office Supplies,9/18/2015,Corporate,1,255
Office Supplies,9/20/2015,Corporate,1,1142
Office Supplies,9/21/2015,Corporate,1,12
Office Supplies,9/21/2015,Corporate,1,316
Office Supplies,9/23/2015,Corporate,1,525
Office Supplies,9/28/2015,Corporate,1,112
Office Supplies,9/29/2015,Corporate,1,25
Office Supplies,9/29/2015,Corporate,1,159
Office Supplies,9/30/2015,Corporate,1,74
Office Supplies,10/1/2015,Corporate,1,436
Office Supplies,10/1/2015,Corporate,1,470
Office Supplies,10/2/2015,Corporate,1,40
Office Supplies,10/7/2015,Corporate,1,114
Office Supplies,10/8/2015,Corporate,1,62
Office Supplies,10/8/2015,Corporate,1,145
Office Supplies,10/8/2015,Corporate,1,683
Office Supplies,10/9/2015,Corporate,1,11
Office Supplies,10/19/2015,Corporate,1,163
Office Supplies,10/19/2015,Corporate,1,217
Office Supplies,10/20/2015,Corporate,1,796
Office Supplies,10/21/2015,Corporate,1,771
Office Supplies,10/25/2015,Corporate,1,134
Office Supplies,10/29/2015,Corporate,1,103
Office Supplies,11/1/2015,Corporate,1,7
Office Supplies,11/2/2015,Corporate,1,113
Office Supplies,11/2/2015,Corporate,1,829
Office Supplies,11/3/2015,Corporate,1,8
Office Supplies,11/4/2015,Corporate,1,323
Office Supplies,11/5/2015,Corporate,1,70
Office Supplies,11/5/2015,Corporate,1,187
Office Supplies,11/8/2015,Corporate,1,42
Office Supplies,11/9/2015,Corporate,1,108
Office Supplies,11/15/2015,Corporate,1,161
Office Supplies,11/15/2015,Corporate,1,219
Office Supplies,11/22/2015,Corporate,1,4
Office Supplies,11/24/2015,Corporate,1,30
Office Supplies,11/26/2015,Corporate,1,14
Office Supplies,11/29/2015,Corporate,1,417
Office Supplies,12/1/2015,Corporate,1,21
Office Supplies,12/1/2015,Corporate,1,74
Office Supplies,12/3/2015,Corporate,1,18
Office Supplies,12/5/2015,Corporate,1,52
Office Supplies,12/6/2015,Corporate,1,90
Office Supplies,12/8/2015,Corporate,1,4128
Office Supplies,12/10/2015,Corporate,1,21
Office Supplies,12/13/2015,Corporate,1,115
Office Supplies,12/13/2015,Corporate,1,227
Office Supplies,12/16/2015,Corporate,1,172
Office Supplies,12/19/2015,Corporate,1,12
Office Supplies,12/19/2015,Corporate,1,31
Office Supplies,12/19/2015,Corporate,1,1070
Office Supplies,12/20/2015,Corporate,1,18
Office Supplies,12/23/2015,Corporate,1,53
Office Supplies,12/25/2015,Corporate,1,26
Office Supplies,12/28/2015,Corporate,1,307
Office Supplies,12/28/2015,Corporate,1,889
Office Supplies,12/31/2015,Corporate,1,32
Office Supplies,1/2/2016,Corporate,1,849
Office Supplies,1/5/2016,Corporate,1,2326
Office Supplies,1/12/2016,Corporate,1,13
Office Supplies,1/13/2016,Corporate,1,10
Office Supplies,1/13/2016,Corporate,1,674
Office Supplies,1/14/2016,Corporate,1,277
Office Supplies,1/16/2016,Corporate,1,298
Office Supplies,1/17/2016,Corporate,1,140
Office Supplies,1/20/2016,Corporate,1,57
Office Supplies,1/21/2016,Corporate,1,35
Office Supplies,1/22/2016,Corporate,1,31
Office Supplies,1/23/2016,Corporate,1,613
Office Supplies,1/24/2016,Corporate,1,31
Office Supplies,1/24/2016,Corporate,1,157
Office Supplies,1/26/2016,Corporate,1,185
Office Supplies,1/27/2016,Corporate,1,119
Office Supplies,1/27/2016,Corporate,1,571
Office Supplies,2/2/2016,Corporate,1,53
Office Supplies,2/2/2016,Corporate,1,84
Office Supplies,2/6/2016,Corporate,1,111
Office Supplies,2/10/2016,Corporate,1,178
Office Supplies,2/13/2016,Corporate,1,44
Office Supplies,2/26/2016,Corporate,1,57
Office Supplies,2/28/2016,Corporate,1,326
Office Supplies,2/29/2016,Corporate,1,10
Office Supplies,3/1/2016,Corporate,1,121
Office Supplies,3/1/2016,Corporate,1,293
Office Supplies,3/7/2016,Corporate,1,16
Office Supplies,3/7/2016,Corporate,1,1454
Office Supplies,3/8/2016,Corporate,1,27
Office Supplies,3/10/2016,Corporate,1,8
Office Supplies,3/11/2016,Corporate,1,11
Office Supplies,3/11/2016,Corporate,1,296
Office Supplies,3/13/2016,Corporate,1,36
Office Supplies,3/13/2016,Corporate,1,41
Office Supplies,3/17/2016,Corporate,1,244
Office Supplies,3/18/2016,Corporate,1,51
Office Supplies,3/18/2016,Corporate,1,81
Office Supplies,3/20/2016,Corporate,1,3
Office Supplies,3/21/2016,Corporate,1,57
Office Supplies,3/25/2016,Corporate,1,21
Office Supplies,3/25/2016,Corporate,1,110
Office Supplies,3/25/2016,Corporate,1,361
Office Supplies,3/27/2016,Corporate,1,111
Office Supplies,3/28/2016,Corporate,1,563
Office Supplies,4/1/2016,Corporate,1,80
Office Supplies,4/3/2016,Corporate,1,28
Office Supplies,4/3/2016,Corporate,1,358
Office Supplies,4/7/2016,Corporate,1,62
Office Supplies,4/12/2016,Corporate,1,90
Office Supplies,4/15/2016,Corporate,1,167
Office Supplies,4/15/2016,Corporate,1,236
Office Supplies,4/16/2016,Corporate,1,22
Office Supplies,4/16/2016,Corporate,1,172
Office Supplies,4/16/2016,Corporate,1,241
Office Supplies,4/18/2016,Corporate,1,173
Office Supplies,4/18/2016,Corporate,1,187
Office Supplies,4/18/2016,Corporate,1,1662
Office Supplies,4/19/2016,Corporate,1,707
Office Supplies,4/23/2016,Corporate,1,12
Office Supplies,4/24/2016,Corporate,1,133
Office Supplies,4/25/2016,Corporate,1,52
Office Supplies,4/25/2016,Corporate,1,53
Office Supplies,4/25/2016,Corporate,1,132
Office Supplies,5/6/2016,Corporate,1,48
Office Supplies,5/11/2016,Corporate,1,30
Office Supplies,5/11/2016,Corporate,1,122
Office Supplies,5/14/2016,Corporate,1,6
Office Supplies,5/19/2016,Corporate,1,48
Office Supplies,5/19/2016,Corporate,1,368
Office Supplies,5/23/2016,Corporate,1,822
Office Supplies,5/25/2016,Corporate,1,17
Office Supplies,5/25/2016,Corporate,1,169
Office Supplies,5/28/2016,Corporate,1,1645
Office Supplies,5/30/2016,Corporate,1,14
Office Supplies,6/5/2016,Corporate,1,63
Office Supplies,6/7/2016,Corporate,1,51
Office Supplies,6/11/2016,Corporate,1,17
Office Supplies,6/12/2016,Corporate,1,188
Office Supplies,6/13/2016,Corporate,1,2342
Office Supplies,6/14/2016,Corporate,1,768
Office Supplies,6/15/2016,Corporate,1,718
Office Supplies,6/16/2016,Corporate,1,84
Office Supplies,6/19/2016,Corporate,1,174
Office Supplies,6/25/2016,Corporate,1,3
Office Supplies,7/6/2016,Corporate,1,48
Office Supplies,7/9/2016,Corporate,1,19
Office Supplies,7/9/2016,Corporate,1,35
Office Supplies,7/9/2016,Corporate,1,1414
Office Supplies,7/12/2016,Corporate,1,98
Office Supplies,7/14/2016,Corporate,1,22
Office Supplies,7/17/2016,Corporate,1,377
Office Supplies,7/18/2016,Corporate,1,73
Office Supplies,7/19/2016,Corporate,1,23
Office Supplies,7/20/2016,Corporate,1,628
Office Supplies,7/28/2016,Corporate,1,797
Office Supplies,7/29/2016,Corporate,1,145
Office Supplies,7/30/2016,Corporate,1,818
Office Supplies,8/2/2016,Corporate,1,41
Office Supplies,8/3/2016,Corporate,1,19
Office Supplies,8/4/2016,Corporate,1,115
Office Supplies,8/4/2016,Corporate,1,478
Office Supplies,8/5/2016,Corporate,1,1
Office Supplies,8/6/2016,Corporate,1,31
Office Supplies,8/11/2016,Corporate,1,304
Office Supplies,8/13/2016,Corporate,1,8
Office Supplies,8/15/2016,Corporate,1,106
Office Supplies,8/16/2016,Corporate,1,479
Office Supplies,8/19/2016,Corporate,1,174
Office Supplies,8/21/2016,Corporate,1,15
Office Supplies,8/29/2016,Corporate,1,58
Office Supplies,8/30/2016,Corporate,1,18
Office Supplies,8/30/2016,Corporate,1,97
Office Supplies,8/31/2016,Corporate,1,67
Office Supplies,9/3/2016,Corporate,1,232
Office Supplies,9/7/2016,Corporate,1,22
Office Supplies,9/9/2016,Corporate,1,41
Office Supplies,9/10/2016,Corporate,1,192
Office Supplies,9/11/2016,Corporate,1,22
Office Supplies,9/11/2016,Corporate,1,263
Office Supplies,9/12/2016,Corporate,1,17
Office Supplies,9/14/2016,Corporate,1,97
Office Supplies,9/15/2016,Corporate,1,275
Office Supplies,9/17/2016,Corporate,1,33
Office Supplies,9/18/2016,Corporate,1,21
Office Supplies,9/21/2016,Corporate,1,124
Office Supplies,9/22/2016,Corporate,1,60
Office Supplies,9/25/2016,Corporate,1,369
Office Supplies,9/27/2016,Corporate,1,485
Office Supplies,9/28/2016,Corporate,1,136
Office Supplies,9/29/2016,Corporate,1,1525
Office Supplies,9/29/2016,Corporate,1,4966
Office Supplies,10/1/2016,Corporate,1,388
Office Supplies,10/4/2016,Corporate,1,58
Office Supplies,10/5/2016,Corporate,1,122
Office Supplies,10/9/2016,Corporate,1,64
Office Supplies,10/9/2016,Corporate,1,790
Office Supplies,10/13/2016,Corporate,1,23
Office Supplies,10/13/2016,Corporate,1,43
Office Supplies,10/14/2016,Corporate,1,144
Office Supplies,10/14/2016,Corporate,1,582
Office Supplies,10/15/2016,Corporate,1,53
Office Supplies,10/15/2016,Corporate,1,180
Office Supplies,10/16/2016,Corporate,1,252
Office Supplies,10/17/2016,Corporate,1,391
Office Supplies,10/18/2016,Corporate,1,61
Office Supplies,10/19/2016,Corporate,1,273
Office Supplies,10/21/2016,Corporate,1,193
Office Supplies,10/22/2016,Corporate,1,576
Office Supplies,10/24/2016,Corporate,1,5
Office Supplies,10/26/2016,Corporate,1,32
Office Supplies,10/26/2016,Corporate,1,128
Office Supplies,10/30/2016,Corporate,1,36
Office Supplies,10/30/2016,Corporate,1,75
Office Supplies,11/1/2016,Corporate,1,100
Office Supplies,11/3/2016,Corporate,1,17
Office Supplies,11/3/2016,Corporate,1,144
Office Supplies,11/3/2016,Corporate,1,231
Office Supplies,11/4/2016,Corporate,1,31
Office Supplies,11/5/2016,Corporate,1,841
Office Supplies,11/8/2016,Corporate,1,98
Office Supplies,11/12/2016,Corporate,1,90
Office Supplies,11/18/2016,Corporate,1,88
Office Supplies,11/20/2016,Corporate,1,651
Office Supplies,11/27/2016,Corporate,1,376
Office Supplies,11/29/2016,Corporate,1,34
Office Supplies,11/30/2016,Corporate,1,291
Office Supplies,12/5/2016,Corporate,1,3589
Office Supplies,12/6/2016,Corporate,1,22
Office Supplies,12/7/2016,Corporate,1,352
Office Supplies,12/9/2016,Corporate,1,183
Office Supplies,12/12/2016,Corporate,1,153
Office Supplies,12/13/2016,Corporate,1,42
Office Supplies,12/13/2016,Corporate,1,786
Office Supplies,12/14/2016,Corporate,1,74
Office Supplies,12/14/2016,Corporate,1,901
Office Supplies,12/20/2016,Corporate,1,96
Office Supplies,12/23/2016,Corporate,1,110
Office Supplies,12/23/2016,Corporate,1,1138
Office Supplies,12/27/2016,Corporate,1,336
Office Supplies,1/2/2014,Home Office,1,29
Office Supplies,1/2/2014,Home Office,1,168
Office Supplies,1/3/2014,Home Office,1,2
Office Supplies,1/5/2014,Home Office,1,3
Office Supplies,1/6/2014,Home Office,1,571
Office Supplies,1/9/2014,Home Office,1,60
Office Supplies,1/10/2014,Home Office,1,1234
Office Supplies,1/12/2014,Home Office,1,141
Office Supplies,1/15/2014,Home Office,1,5
Office Supplies,1/16/2014,Home Office,1,144
Office Supplies,1/16/2014,Home Office,1,268
Office Supplies,1/23/2014,Home Office,1,36
Office Supplies,1/23/2014,Home Office,1,547
Office Supplies,1/25/2014,Home Office,1,12
Office Supplies,1/25/2014,Home Office,1,398
Office Supplies,1/31/2014,Home Office,1,12
Office Supplies,2/1/2014,Home Office,1,216
Office Supplies,2/4/2014,Home Office,1,79
Office Supplies,2/5/2014,Home Office,1,62
Office Supplies,2/6/2014,Home Office,1,21
Office Supplies,2/8/2014,Home Office,1,1244
Office Supplies,2/13/2014,Home Office,1,25
Office Supplies,2/16/2014,Home Office,1,27
Office Supplies,2/17/2014,Home Office,1,739
Office Supplies,2/20/2014,Home Office,1,14
Office Supplies,2/25/2014,Home Office,1,161
Office Supplies,2/26/2014,Home Office,1,150
Office Supplies,3/2/2014,Home Office,1,214
Office Supplies,3/3/2014,Home Office,1,7
Office Supplies,3/3/2014,Home Office,1,500
Office Supplies,3/10/2014,Home Office,1,259
Office Supplies,3/13/2014,Home Office,1,87
Office Supplies,3/13/2014,Home Office,1,455
Office Supplies,3/14/2014,Home Office,1,82
Office Supplies,3/14/2014,Home Office,1,822
Office Supplies,3/15/2014,Home Office,1,12
Office Supplies,3/17/2014,Home Office,1,10
Office Supplies,3/17/2014,Home Office,1,939
Office Supplies,3/18/2014,Home Office,1,186
Office Supplies,3/20/2014,Home Office,1,653
Office Supplies,3/23/2014,Home Office,1,8
Office Supplies,3/24/2014,Home Office,1,16
Office Supplies,3/24/2014,Home Office,1,694
Office Supplies,3/29/2014,Home Office,1,105
Office Supplies,3/29/2014,Home Office,1,307
Office Supplies,4/3/2014,Home Office,1,205
Office Supplies,4/4/2014,Home Office,1,26
Office Supplies,4/9/2014,Home Office,1,1043
Office Supplies,4/11/2014,Home Office,1,1512
Office Supplies,4/17/2014,Home Office,1,44
Office Supplies,4/20/2014,Home Office,1,126
Office Supplies,4/21/2014,Home Office,1,975
Office Supplies,4/24/2014,Home Office,1,199
Office Supplies,4/24/2014,Home Office,1,1513
Office Supplies,4/28/2014,Home Office,1,33
Office Supplies,5/2/2014,Home Office,1,23
Office Supplies,5/3/2014,Home Office,1,82
Office Supplies,5/6/2014,Home Office,1,28
Office Supplies,5/6/2014,Home Office,1,115
Office Supplies,5/9/2014,Home Office,1,11
Office Supplies,5/12/2014,Home Office,1,18
Office Supplies,5/14/2014,Home Office,1,1739
Office Supplies,5/16/2014,Home Office,1,6
Office Supplies,5/16/2014,Home Office,1,501
Office Supplies,5/17/2014,Home Office,1,14
Office Supplies,5/17/2014,Home Office,1,60
Office Supplies,5/17/2014,Home Office,1,518
Office Supplies,5/18/2014,Home Office,1,313
Office Supplies,5/24/2014,Home Office,1,96
Office Supplies,5/24/2014,Home Office,1,266
Office Supplies,5/24/2014,Home Office,1,293
Office Supplies,6/2/2014,Home Office,1,39
Office Supplies,6/3/2014,Home Office,1,79
Office Supplies,6/6/2014,Home Office,1,11
Office Supplies,6/7/2014,Home Office,1,114
Office Supplies,6/8/2014,Home Office,1,26
Office Supplies,6/12/2014,Home Office,1,46
Office Supplies,7/2/2014,Home Office,1,53
Office Supplies,7/2/2014,Home Office,1,3289
Office Supplies,7/9/2014,Home Office,1,993
Office Supplies,7/20/2014,Home Office,1,417
Office Supplies,7/24/2014,Home Office,1,9
Office Supplies,7/25/2014,Home Office,1,120
Office Supplies,7/28/2014,Home Office,1,69
Office Supplies,7/30/2014,Home Office,1,221
Office Supplies,7/31/2014,Home Office,1,8
Office Supplies,7/31/2014,Home Office,1,952
Office Supplies,8/1/2014,Home Office,1,332
Office Supplies,8/7/2014,Home Office,1,54
Office Supplies,8/8/2014,Home Office,1,216
Office Supplies,8/12/2014,Home Office,1,17
Office Supplies,8/16/2014,Home Office,1,1387
Office Supplies,8/18/2014,Home Office,1,55
Office Supplies,8/20/2014,Home Office,1,107
Office Supplies,8/23/2014,Home Office,1,26
Office Supplies,8/28/2014,Home Office,1,19
Office Supplies,8/29/2014,Home Office,1,40
Office Supplies,8/30/2014,Home Office,1,100
Office Supplies,8/30/2014,Home Office,1,162
Office Supplies,9/1/2014,Home Office,1,219
Office Supplies,9/2/2014,Home Office,1,104
Office Supplies,9/4/2014,Home Office,1,453
Office Supplies,9/5/2014,Home Office,1,10
Office Supplies,9/5/2014,Home Office,1,23
Office Supplies,9/5/2014,Home Office,1,225
Office Supplies,9/6/2014,Home Office,1,427
Office Supplies,9/13/2014,Home Office,1,9
Office Supplies,9/19/2014,Home Office,1,278
Office Supplies,9/19/2014,Home Office,1,619
Office Supplies,9/27/2014,Home Office,1,101
Office Supplies,9/28/2014,Home Office,1,175
Office Supplies,9/28/2014,Home Office,1,254
Office Supplies,9/29/2014,Home Office,1,695
Office Supplies,10/1/2014,Home Office,1,87
Office Supplies,10/1/2014,Home Office,1,316
Office Supplies,10/3/2014,Home Office,1,39
Office Supplies,10/8/2014,Home Office,1,16
Office Supplies,10/11/2014,Home Office,1,18
Office Supplies,10/12/2014,Home Office,1,47
Office Supplies,10/13/2014,Home Office,1,587
Office Supplies,10/14/2014,Home Office,1,325
Office Supplies,10/19/2014,Home Office,1,74
Office Supplies,10/20/2014,Home Office,1,757
Office Supplies,10/21/2014,Home Office,1,21
Office Supplies,10/22/2014,Home Office,1,68
Office Supplies,10/23/2014,Home Office,1,82
Office Supplies,10/27/2014,Home Office,1,502
Office Supplies,10/29/2014,Home Office,1,7
Office Supplies,10/29/2014,Home Office,1,367
Office Supplies,10/31/2014,Home Office,1,38
Office Supplies,11/4/2014,Home Office,1,36
Office Supplies,11/5/2014,Home Office,1,46
Office Supplies,11/8/2014,Home Office,1,167
Office Supplies,11/10/2014,Home Office,1,37
Office Supplies,11/14/2014,Home Office,1,337
Office Supplies,11/20/2014,Home Office,1,272
Office Supplies,11/27/2014,Home Office,1,9
Office Supplies,11/27/2014,Home Office,1,132
Office Supplies,11/30/2014,Home Office,1,6
Office Supplies,11/30/2014,Home Office,1,34
Office Supplies,12/3/2014,Home Office,1,25
Office Supplies,12/3/2014,Home Office,1,45
Office Supplies,12/4/2014,Home Office,1,33
Office Supplies,12/4/2014,Home Office,1,158
Office Supplies,12/9/2014,Home Office,1,40
Office Supplies,12/12/2014,Home Office,1,287
Office Supplies,12/20/2014,Home Office,1,82
Office Supplies,12/26/2014,Home Office,1,275
Office Supplies,1/8/2015,Home Office,1,48
Office Supplies,1/10/2015,Home Office,1,977
Office Supplies,1/14/2015,Home Office,1,165
Office Supplies,1/19/2015,Home Office,1,569
Office Supplies,1/20/2015,Home Office,1,31
Office Supplies,1/20/2015,Home Office,1,36
Office Supplies,1/21/2015,Home Office,1,23
Office Supplies,1/26/2015,Home Office,1,56
